SECRETARÍA;CÓDIGO MUNICIPIO; MUNICIPIO;CÓDIGO; NOMBRE;  DIRECCIÓN;LAT;LONG; TELÉFONO; NOMBRE RECTOR; TIPO ESTABLECIMIENTO; SECTOR; GENERO; ZONA; NIVELES; JORNADAS; CARACTER; ESPECIALIDAD; LICENCIA; GRADOS; MODELOS EDUCATIVOS;  CAPACIDADES EXCEPCIONALES; DISCAPACIDADES; IDIOMAS; NÚMERO DE SEDES; ESTADO; PRESTADOR DE SERVICIO; PROPIEDAD DE LA PLANTA FISÍCA; RESGUARDO; MATRICULA CONTRATADA; CALENDARIO; INTERNADO; ESTRATO SOCIO-ECONOMICO; CORREO ELECTRÓNICO
SOGAMOSO;15759;SOGAMOSO;2,15759E+11;INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA;MORCA CENTRO;5,7220752;-72,8916698;7725112-7725113;VIVIAN TOVAR GONZALEZ;INSTITUCION EDUCATIVA;OFICIAL;MIXTO;RURAL;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA;TÉCNICO/ACADEMICO;OTRO,ACADÉMICA;SIN REVISAR;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;PREESCOLAR ESCOLARIZADO_,TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,MEDIA RURAL,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL;;;;3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;SI;A;;;morca-educacion@sogamoso-boyaca.gov.co
SOGAMOSO;15759;SOGAMOSO;1,15759E+11;INSTITUCION EDUCATIVA TECNICO SAN MARTIN DE TOURS;CL 13 8 42;5,7163436;-72,9250107;770 4333;GLORIA CONSTANZA AGUIRRE;INSTITUCION EDUCATIVA;OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA;TÉCNICO/ACADEMICO;OTRO,INDUSTRIAL,ACADÉMICA;SIN REVISAR;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL;;DISCAPACIDAD INTELECTUAL,LESIÓN NEUROMUSCULAR,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,PARALISIS CEREBRAL,SORDERA PROFUNDA,DISCAPACIDAD FÍSICA,DISCAPACIDAD MÚLTIPLE,SÍNDROME DE DOWN,DISCAPACIDAD VISUAL CEGUERA,TRASTORNO DEL ESPECTRO AUTISTA,HIPOACUSIA O BAJA AUDICIÓN;;1;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;;;
SOGAMOSO;15759;SOGAMOSO;1,15759E+11;INSTITUCION EDUCATIVA TECNICA BELLAS ARTES;CL 5 19 20;5,7145835;-72,9394330;7704206;JOSE PASTOR SUAREZ LOZANO;INSTITUCION EDUCATIVA;OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA;TÉCNICO/ACADEMICO;OTRO,INDUSTRIAL,ACADÉMICA;SIN REVISAR;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CAFAM;;;;2;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;;;bellasartes-educacion@sogamoso-boyaca.gov.co
SOGAMOSO;15759;SOGAMOSO;2,15759E+11;INSTITUCION EDUCATIVA TECNICA INDUSTRIAL GUSTAVO JIMENEZ;KILOMETRO 5 VIA BELENCITO;5,7594304;-72,9053983;7706278;JORGE ELIECER GOMEZ PALACIOS;INSTITUCION EDUCATIVA;OFICIAL;MIXTO;URBANA,RURAL;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA;MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA;TÉCNICO/ACADEMICO;OTRO,INDUSTRIAL,ACADÉMICA;SIN REVISAR;-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;TRANSFORMEMOS,PREESCOLAR ESCOLARIZADO_,FLEXIBLE ESCUELA INTEGRAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE;;;;8;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;;;gustavo-educacion@sogamoso-boyaca.gov.co
SOGAMOSO;15759;SOGAMOSO;2,15759E+11;INSTITUCION EDUCATIVA LA INDEPENDENCIA;VEREDA PEDREGAL;5,6546466;-72,9355874;313 854 6441 - 3143441727;JORGE FERNEY CUBIDES ANTOLÍNEZ;INSTITUCION EDUCATIVA;OFICIAL;MIXTO;RURAL;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,ÚNICA,FIN DE SEMANA;TÉCNICO/ACADEMICO;OTRO,NO APLICA,AGROPECUARIO,ACADÉMICA;SIN REVISAR;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,TELESECUNDARIA;;;;3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;;;independencia-educacion@sogamoso-boyaca.gov.co
SOGAMOSO;15759;SOGAMOSO;2,15759E+11;INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT;KM 6 VIA SOGAMOSO AQUITANIA;5,6665283;-72,9295094;3138517654;LENIN VARGAS CEBALLOS;INSTITUCION EDUCATIVA;OFICIAL;MIXTO;RURAL;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,ÚNICA,NOCTURNA,FIN DE SEMANA;TÉCNICO;OTRO;SIN REVISAR;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;TRANSFORMEMOS,MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM;;;;3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;SI;A;;;rafaelgutierrez-educacion@sogamoso-boyaca.gov.co
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;COLEGIO ACUARELA CAMPESTRE;CL 29 A 9 A 59;;;7720732;LOPEZ BARRERA LINA XIMENA;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,BÁSICA PRIMARIA;MAÑANA,COMPLETA;NO APLICA;;CONDICIONAL;-2,-1,0,1,2,3,4,5;EDUCACIÓN TRADICIONAL;;;;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;JARDIN INFANTIL KINDER MARTICA;CRA. 10 NO 28 - 42;;;7703462;PINTO DE GOMEZ MARTHA MARIA;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;PREESCOLAR;TARDE;NO APLICA;;SIN REVISAR;-3;EDUCACIÓN TRADICIONAL;;;;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;LICEO ANGLO AMERICANO;KR 17 22 49;;;7703164;VIVIANA GUTIERREZ CARDENAS;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA;ACADÉMICO;ACADÉMICA;CONDICIONAL;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL;;;INGLÉS;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;ESTRATO 3;liceoangloamericanosogamoso@gmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;COLEGIO SUAMOX;KR 9 10 69;;;7750603;OLGA MIRIAM BOTIA RODRIGUEZ;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,NOCTURNA,TARDE;TÉCNICO;OTRO,COMERCIAL;CONDICIONAL;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25;EDUCACIÓN TRADICIONAL;;;;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;suamoxco@yahoo.es
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;COLEGIO ALEJANDRO DE HUMBOLDT;CL 3 7 A 45;;;7700494;NIÑO ABRIL MARIA HELENA;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,COMPLETA;ACADÉMICO;NO APLICA,ACADÉMICA;SIN REVISAR;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11;EDUCACIÓN TRADICIONAL;;DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,DISCAPACIDAD VISUAL CEGUERA;;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;colhumboldt@yahoo.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;LICEO INFANTIL SAN MIGUEL ARCANGEL;CLLE 5  1-63;;;3107552643;BLANCA CECILIA PEREZ MESA;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;PREESCOLAR;MAÑANA;NO APLICA;;SIN REVISAR;-3;;;;;1;NUEVO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;makoreal@hotmail.com
SOGAMOSO;15759;SOGAMOSO;3,1576E+11;NIELS BOHR SCHOOL;IND KR 19 7 A 31;;;3123568150;YINETH OLIVA CONDIA BRIÑEZ;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR;ÚNICA;;;CONDICIONAL;-3;EDUCACIÓN TRADICIONAL;;;;1;NUEVO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;yiolcobri@yahoo.com
SOGAMOSO;15759;SOGAMOSO;3,1576E+11;JARDIN INFANTIL ECO DE SONRISAS;IND CRA 12 B N° 53 A-19;;;3125797331;ANGELA MARCELA GONZALEZ MEDINA;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR;ÚNICA;;;DEFINITIVA;-3;EDUCACIÓN TRADICIONAL;;;;1;NUEVO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;angelamar10@hotmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;LICEO SAN NICOLAS DE TOLENTINO;KR 9 29 29;;;7702358;PATIÑO CÁCERES ROSALBA;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,COMPLETA,TARDE;NO APLICA;;CONDICIONAL;-2,-1,0,1,2,3,4,5,6;ETNOEDUCACIÓN,EDUCACIÓN TRADICIONAL;;;;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;NINGUNO;;
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;LICEO SAN NICOLAS DE TOLENTINO;KR 9 29 29;;;3123781419 - 3222115697;ROSALBA PATIÑO CACERES;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;COMPLETA;;;CONDICIONAL;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11;EDUCACIÓN TRADICIONAL;;;;1;NUEVO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;ESTRATO 3;sannicolastolentino2015@gmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;COLEGIO CELCO;CL 20 11 46;;;7703207;JOSE BENJAMIN OJEDA GUAJE;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,COMPLETA;TÉCNICO/ACADEMICO;OTRO,NO APLICA,ACADÉMICA;CONDICIONAL;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11;EDUCACIÓN TRADICIONAL;;;INGLÉS;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;celcosogamoso01@gmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;INSTITUTO SAN MARTIN;KR 14 08 36;;;7712268;GLORIA ESPERANZA VEGA SUAREZ;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,NOCTURNA,FIN DE SEMANA;TÉCNICO/ACADEMICO;OTRO,ACADÉMICA;SIN REVISAR;7,9,11,21,22,23,24,25,26;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL;;;;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;sanmartin12011@hotmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;JARDIN INFANTIL LA CASITA DEL BEBE;CLLE 13A Nº 14-55;;;7707416;NIDIA ESTUPIÑAN DE RUIZ;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;;;NO APLICA;;SIN REVISAR;;;;;;1;CIERRE DEFINITIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;FRIEDRICH FROBEL COUNTRY SCHOOL;CALLE 25 SUR Nº 12-54;;;3195600431 - 3003926208;ALEXI ADRIANA ALVAREZ MORA;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;RURAL;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;MAÑANA,COMPLETA;NO APLICA;;DEFINITIVA;-2,-1,0,1,2,3,4,5,6,7,8,9;EDUCACIÓN TRADICIONAL;;;INGLÉS;1;ANTIGUO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;frobel0303@hotmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;LICEO COOPERATIVO CAMPESTRE;KR 4 1 A 21;;;7706878-3123636886;MARTHA HELENA GAITÁN DE PÉREZ;INSTITUCION EDUCATIVA;NO OFICIAL;MIXTO;URBANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;COMPLETA;TÉCNICO/ACADEMICO;OTRO,ACADÉMICA;CONDICIONAL;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11;EDUCACIÓN TRADICIONAL;;;;1;NUEVO-ACTIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;liceoccampestre@gmail.com
SOGAMOSO;15759;SOGAMOSO;3,15759E+11;COLEGIO SUEÑOS INFANTILES;CARRERA 14 NO 8-36;;;703926;NORA INES PARRA PARRA;CENTRO EDUCATIVO;NO OFICIAL;MIXTO;URBANA;;;NO APLICA;;SIN REVISAR;;;;;;1;CIERRE DEFINITIVO;PERSONA NATURAL;PERSONA NATURAL;NO APLICA;NO;A;;;
